Transaction_ID,Customer_ID,Product_ID,Product_Name,Date,Unit_Price,Category,Date_year,Date_month,Date_day,Predicted_Price
df51b33c-8b87-4eb3-bdba-6e3b7131e50c,7446,6,Cheddar Cheese,2014-04-19,28.08,Dairy,2014.0,4.0,19.0,39.11664296854697
d8e984eb-085c-4ddd-9322-1f17e1e13138,7446,8,Almond Milk,2014-05-04,33.7,Dairy Alternatives,2014.0,5.0,4.0,39.88232315238912
43c83f5c-70e9-4401-ad27-0d93999b95f0,7446,8,Almond Milk,2014-05-20,30.97,Dairy Alternatives,2014.0,5.0,20.0,39.92153925158886
db49f33b-86ed-4745-9b52-59278c8957b1,7446,6,Cheddar Cheese,2014-06-05,36.22,Dairy,2014.0,6.0,5.0,38.67422872073763
1e3612fe-026a-4455-a86a-c96a3e0dd62b,7446,1,Fresh Milk,2014-06-21,26.34,Dairy,2014.0,6.0,21.0,38.71344481993737
2a5ed857-733c-4b5a-9d42-c77916924514,7446,5,Chicken Breast,2014-07-07,36.55,Meat,2014.0,7.0,7.0,38.29019835558449
d32eba83-8f0f-4dfa-8334-e7f4687bafbf,7446,7,Greek Yogurt,2014-07-23,30.98,Dairy,2014.0,7.0,23.0,38.51429675183255
86c2e63b-4393-4e9c-92b8-5afa60ac6f05,7446,4,Avocado,2014-08-08,35.36,Produce,2014.0,8.0,8.0,38.5466880004528
bc3c15b2-4742-4484-bcf3-a98cfa733367,965,5,Chicken Breast,2012-11-13,26.86,Meat,2012.0,11.0,13.0,42.83820223473057
3e2b05a5-d91b-4af6-a0ea-0099b3c77071,965,4,Avocado,2012-11-28,26.76,Produce,2012.0,11.0,28.0,43.33305604690344
63f1f641-0cc2-4c13-8ed3-7fbe81351e66,965,1,Fresh Milk,2012-12-14,32.04,Dairy,2012.0,12.0,14.0,42.8214854574741
70fac3ed-4a14-4e51-94a3-09e2f5da9db5,965,5,Chicken Breast,2012-12-30,31.08,Meat,2012.0,12.0,30.0,42.675819259625506
b57c63a4-8183-4b56-ade7-3fea4dfae809,965,8,Almond Milk,2013-01-15,30.84,Dairy Alternatives,2013.0,1.0,15.0,43.40023362459075
9afb3946-dc64-412a-af7a-4ccc5b54e8eb,965,2,Brown Bread,2013-01-30,24.37,Bakery,2013.0,1.0,30.0,43.877456720146995
d155d9e8-08d5-4e02-a8db-a02ce2d4881e,965,3,Organic Eggs (12),2013-02-15,32.67,Dairy,2013.0,2.0,15.0,42.189688186739275
80dd93e9-c848-42b6-b20e-9e858763d920,965,5,Chicken Breast,2013-03-03,28.06,Meat,2013.0,3.0,3.0,41.771343734786356
7bafb5b2-0e8a-4bd4-bc3b-0ff025a88203,965,1,Fresh Milk,2013-03-19,27.32,Dairy,2013.0,3.0,19.0,41.99544213103442
b91e5f71-a0de-43b5-a63b-a478da0c3d10,965,4,Avocado,2013-04-03,31.39,Produce,2013.0,4.0,3.0,42.025382373454676
6c0b52aa-b370-4335-9b86-c85a5496151c,965,2,Brown Bread,2013-04-19,25.83,Bakery,2013.0,4.0,19.0,43.23834541043282
0d766b33-f9f6-4a01-b0cb-5ad8d3f7a5ec,965,2,Brown Bread,2013-05-05,29.09,Bakery,2013.0,5.0,5.0,42.99998124312826
f3c3d53d-b56b-4727-bd6e-5ee6c61258fa,965,1,Fresh Milk,2013-05-21,27.31,Dairy,2013.0,5.0,21.0,41.59224398242482
c334a17e-8984-4145-89c6-95aef80c54e4,965,1,Fresh Milk,2013-06-05,33.7,Dairy,2013.0,6.0,5.0,41.3489778027203
248e5e15-51d0-4731-9a4d-25618fca6df2,965,3,Organic Eggs (12),2013-06-21,28.87,Dairy,2013.0,6.0,21.0,41.38819390192003
32865183-fa97-43e7-8bc5-cf0790f90c3f,965,9,Whole Wheat Pasta,2013-07-07,30.38,Pantry,2013.0,7.0,7.0,42.53151325774238
37be94bf-b296-4d3e-8c34-b220a7814b2d,965,9,Whole Wheat Pasta,2013-07-23,27.56,Pantry,2013.0,7.0,23.0,42.57072935694212
8e6d180c-7b28-406c-8f5b-227a160976f8,965,9,Whole Wheat Pasta,2013-08-07,31.85,Pantry,2013.0,8.0,7.0,42.3274631772376
40385fbc-71de-49eb-a7d2-d7dc3969995e,965,5,Chicken Breast,2013-08-23,31.93,Meat,2013.0,8.0,23.0,40.8001134562621
297f0f4c-80de-4a46-a508-ad47a5861ca1,965,4,Avocado,2013-09-08,24.02,Produce,2013.0,9.0,8.0,41.01738700193067
b28b602f-b310-4e7e-bb20-0cbeaf7e0e79,965,4,Avocado,2013-09-24,33.5,Produce,2013.0,9.0,24.0,41.056603101130406
153e79b8-9115-4973-b07e-7bab73998931,6177,7,Greek Yogurt,2013-05-08,14.16,Dairy,2013.0,5.0,8.0,41.560380901825035
6506c043-0eec-4133-bbf9-25c46972c0fd,6177,4,Avocado,2013-06-10,19.33,Produce,2013.0,6.0,10.0,41.634439255844995
9f6fc914-6923-4b3c-b220-d79680f7a029,6177,6,Cheddar Cheese,2013-07-13,13.55,Dairy,2013.0,7.0,13.0,41.16453577181538
de6930e0-c2f9-4813-ba5b-00b129f1a5cf,6177,9,Whole Wheat Pasta,2013-08-15,19.06,Pantry,2013.0,8.0,15.0,42.347071226837464
98011893-7b3e-412a-a716-7a5a408b16b2,6177,9,Whole Wheat Pasta,2013-09-18,17.63,Pantry,2013.0,9.0,18.0,42.15037416493263
b331cef9-e6f7-4c5c-aa15-56705d31d97c,6177,6,Cheddar Cheese,2013-10-21,15.69,Dairy,2013.0,10.0,21.0,40.57199357990089
bdfdaa7d-4dc0-49f9-92ca-6cda63c7ce75,6177,5,Chicken Breast,2013-11-23,20.01,Meat,2013.0,11.0,23.0,40.18796321474775
f2f5c4b3-4cd0-4265-8e71-e8530161271d,6177,7,Greek Yogurt,2013-12-27,19.27,Dairy,2013.0,12.0,27.0,40.17859945609123
2d9d010c-9a46-449b-80b0-39a3698a67f5,6177,9,Whole Wheat Pasta,2014-01-29,20.04,Pantry,2014.0,1.0,29.0,41.13498679518806
e903bbde-30c9-492f-bb24-1b067f47d33b,6177,6,Cheddar Cheese,2014-03-03,15.42,Dairy,2014.0,3.0,3.0,39.28147694985202
630df984-59e6-435e-8ac5-d6dea95864b0,4855,8,Almond Milk,2013-06-06,7.52,Dairy Alternatives,2013.0,6.0,6.0,42.35792416626697
1f2f8ae4-3782-44fb-a88b-f9e4a8b44476,4855,2,Brown Bread,2013-08-02,6.72,Bakery,2013.0,8.0,2.0,42.380477983013954
21c1d4af-a4b8-48f0-86f7-d2dd761e04fb,4855,3,Organic Eggs (12),2013-09-29,8.45,Dairy,2013.0,9.0,29.0,40.795651710005544
1695d531-4b4f-4e42-9426-163c44f782c6,4855,3,Organic Eggs (12),2013-11-26,7.92,Dairy,2013.0,11.0,26.0,40.38019853039603
9b42efb1-a183-4587-bdf1-ca8680c7399a,4855,6,Cheddar Cheese,2014-01-22,9.08,Dairy,2014.0,1.0,22.0,39.736146228661276
57fc890b-2036-4e5c-ba84-49d59ef92419,4855,5,Chicken Breast,2014-03-21,8.05,Meat,2014.0,3.0,21.0,39.140712764403396
a5aa2b5e-0008-45b7-b56b-4b6c8b343ef5,5899,9,Whole Wheat Pasta,2014-03-13,24.37,Pantry,2014.0,3.0,13.0,40.68767053497876
ae05b89d-71ae-4a8f-9132-bfd3e79b5c0a,5899,7,Greek Yogurt,2014-08-08,26.69,Dairy,2014.0,8.0,8.0,38.27348157832801
7036f325-f78f-47b8-9840-cbf7b9bcecfa,1994,5,Chicken Breast,2013-11-15,3.86,Meat,2013.0,11.0,15.0,40.16835516514788
4d7c2e83-db67-40a5-a9d5-77c7903e590f,1994,3,Organic Eggs (12),2014-02-11,4.59,Dairy,2014.0,2.0,11.0,39.50513507995667
94ac9d6e-7737-43da-bf8e-c1cb3bd1a7e3,1994,4,Avocado,2014-05-11,5.01,Produce,2014.0,5.0,11.0,39.1661912605671
3b0aba58-dbc9-40ae-b9c8-f29529502009,1994,1,Fresh Milk,2014-08-07,4.64,Dairy,2014.0,8.0,7.0,38.271030572128026
7f19caa5-5bbb-4082-ba51-a1a1a7f632b0,387,5,Chicken Breast,2012-11-13,10.68,Meat,2012.0,11.0,13.0,42.83820223473057
cd1dc1d1-d3c9-4875-80d6-1d6ce3994aca,387,5,Chicken Breast,2013-01-03,9.47,Meat,2013.0,1.0,3.0,42.17944389579593
380963f5-b675-4c1d-b498-31895b84e228,387,5,Chicken Breast,2013-02-23,11.45,Meat,2013.0,2.0,23.0,42.02441393929081
0dd00040-40f8-4cf0-a1d6-29028ade219f,387,9,Whole Wheat Pasta,2013-04-15,10.69,Pantry,2013.0,4.0,15.0,43.163271548856606
cd8201a5-19cb-4d35-be30-994618403471,387,7,Greek Yogurt,2013-06-05,10.65,Dairy,2013.0,6.0,5.0,41.3489778027203
4bfa2a86-0af6-4159-99e7-c2bacbd79ce9,387,5,Chicken Breast,2013-07-26,10.74,Meat,2013.0,7.0,26.0,41.01151655536684
6a14e270-c81d-4e2c-a879-171dbd4b8679,2125,1,Fresh Milk,2013-11-15,60.37,Dairy,2013.0,11.0,15.0,40.353237462196205
41abaac0-92ac-45aa-86a0-e959388f4336,2125,2,Brown Bread,2013-12-02,73.13,Bakery,2013.0,12.0,2.0,41.56427766099482
3550fbcd-125c-48e8-8ea3-2806fdf6441e,2125,7,Greek Yogurt,2013-12-20,74.73,Dairy,2013.0,12.0,20.0,40.161442412691336
30fcbd2f-6a8b-4070-9408-e5f6a90a8111,2125,3,Organic Eggs (12),2014-01-07,62.27,Dairy,2014.0,1.0,7.0,39.699381135661525
9f265901-2d8b-44ae-badc-3273f07b09d5,2125,3,Organic Eggs (12),2014-01-24,72.83,Dairy,2014.0,1.0,24.0,39.74104824106124
54ad8d86-8d31-4bfe-b219-d33c1a6bbf72,2125,9,Whole Wheat Pasta,2014-02-11,68.11,Pantry,2014.0,2.0,11.0,40.886818603083576
f2ce9599-cc25-4186-9f6b-a85eda43ae9a,2125,1,Fresh Milk,2014-03-01,57.3,Dairy,2014.0,3.0,1.0,39.276574937452054
0691af10-f688-408c-a164-87c56b8b4f9f,2125,8,Almond Milk,2014-03-18,75.99,Dairy Alternatives,2014.0,3.0,18.0,40.324737400198465
d3db292a-f0e5-4ee4-a8fc-258ac1319420,2125,7,Greek Yogurt,2014-04-05,70.72,Dairy,2014.0,4.0,5.0,39.0823288817472
41212836-d68e-462f-aa93-61ced3e7d62b,2125,3,Organic Eggs (12),2014-04-23,81.64,Dairy,2014.0,4.0,23.0,39.12644699334691
7647d997-73de-4588-93f7-c0062dc58111,2125,3,Organic Eggs (12),2014-05-10,76.2,Dairy,2014.0,5.0,10.0,38.89053383224233
beb83b63-2cc3-4232-9e88-1668fb6de4fa,2125,6,Cheddar Cheese,2014-05-28,79.84,Dairy,2014.0,5.0,28.0,38.93465194384204
bb92058d-90b7-41d2-b7c6-41007fd45114,2125,2,Brown Bread,2014-06-15,74.27,Bakery,2014.0,6.0,15.0,40.14569214264065
27c67102-4faa-495f-88c3-fec3458f241e,2125,8,Almond Milk,2014-07-02,63.28,Dairy Alternatives,2014.0,7.0,2.0,39.46932097897959
51b0b907-a45d-4b92-8d20-22810c53119c,2125,3,Organic Eggs (12),2014-07-20,74.36,Dairy,2014.0,7.0,20.0,38.5069437332326
0a17af3f-0334-4127-8802-1c19074b7d2d,2125,3,Organic Eggs (12),2014-08-07,59.09,Dairy,2014.0,8.0,7.0,38.271030572128026
f43fe99f-06ff-4358-aefc-ffca773f48fc,8180,8,Almond Milk,2013-11-15,23.43,Dairy Alternatives,2013.0,11.0,15.0,41.3597328195429
394045e7-4857-4dc3-998c-ad4569e06cbf,8180,9,Whole Wheat Pasta,2013-12-05,19.19,Pantry,2013.0,12.0,5.0,41.50636084281849
62b761e3-42d6-46c4-8d7b-db33f7c18914,8180,2,Brown Bread,2013-12-26,18.6,Bakery,2013.0,12.0,26.0,41.62310180979442
ce89e7d4-5e65-4269-89ab-220cdf902122,8180,6,Cheddar Cheese,2014-01-16,20.34,Dairy,2014.0,1.0,16.0,39.721440191461376
8c524111-d61d-43dd-8bbd-e9cd6f959fee,8180,1,Fresh Milk,2014-02-06,21.88,Dairy,2014.0,2.0,6.0,39.492880048956756
a6169eaa-3098-44b4-8c77-fa186484f215,8180,6,Cheddar Cheese,2014-02-27,19.65,Dairy,2014.0,2.0,27.0,39.544351179156415
150b3fc9-ac78-4326-ad20-bfd119468865,8180,9,Whole Wheat Pasta,2014-03-19,22.76,Pantry,2014.0,3.0,19.0,40.70237657217866
05b0dd9b-81a1-49c8-9ac9-c28d12c1b475,8180,6,Cheddar Cheese,2014-04-09,22.24,Dairy,2014.0,4.0,9.0,39.092132906547135
8539398f-d884-4d14-afb2-a26058da2b21,8180,4,Avocado,2014-04-30,21.69,Produce,2014.0,4.0,30.0,39.41681045887157
14480bcc-5a11-4f8f-8917-102730a84529,8180,4,Avocado,2014-05-21,24.6,Produce,2014.0,5.0,21.0,39.19070132256694
77ddf39f-9618-4f4e-bbae-4b5d4323c549,8180,9,Whole Wheat Pasta,2014-06-11,23.13,Pantry,2014.0,6.0,11.0,40.070618281064434
